Tatouage,Description,CodeEx,Axe,Sens,Pr,État,Dans tunnel,Tunnel,Segment,Parent,GPS,triCode,Fermeture
L11.239F,Niche sécurité NSI-002/NAN - PAU RW79B - Tunnel de Nanterre-La Défense,NAN-NSI-002/DEF,A86OUEST,I,"79,0342",EXPLOI,Oui,NANTERRE_CENTRE,ZDEF,TUN_NAN,"48.898205,2.198739",NAN,NAN-I
L11.241H,Niche sécurité NSI-003/NAN - PAU RW79C - Tunnel de Nanterre-La Défense,NAN-NSI-003/DEF,A86OUEST,I,"79,0485",EXPLOI,Oui,NANTERRE_CENTRE,ZDEF,TUN_NAN,"48.899254,2.200144",NAN,NAN-I
L11.242J,Niche sécurité NSI-004/NAN - PAU RW79D - Tunnel de Nanterre-La Défense,NAN-NSI-004/DEF,A86OUEST,I,"79,068",EXPLOI,Oui,NANTERRE_CENTRE,ZDEF,TUN_NAN,"48.900066,2.201100",NAN,NAN-I
L11.243K,Niche sécurité NSI-005/NAN - PAU RW79E - Tunnel de Nanterre-La Défense,NAN-NSI-005/DEF,A86OUEST,I,"79,0814",EXPLOI,Oui,NANTERRE_CENTRE,ZDEF,TUN_NAN,"48.902557,2.204622",NAN,NAN-I
L11.244L,Niche sécurité NSI-006/NAN - PAU RW80A - Tunnel de Nanterre-La Défense,NAN-NSI-006/DEF,A86OUEST,I,"80,01",EXPLOI,Oui,NANTERRE_CENTRE,ZDEF,TUN_NAN,"48.901848,2.203364",NAN,NAN-I
L11.245M,Niche sécurité NSW-001 - PAU SR01R - Tunnel de Neuilly,NSW-001/NEU,N13,W,"8,025",EXPLOI,Oui,NEUILLY,12004423,,"48.885693,2.257014",NEU,A14&NEU-W
L11.246N,Niche sécurité NSW-002 - PAU SR01S - Tunnel de Neuilly,NSW-002/NEU,N13,W,"8,0046",EXPLOI,Oui,NEUILLY,12014208,,"48.884827,2.259689",NEU,A14&NEU-W
L11.247P,Niche sécurité NSW-003 - PAU SR01T - Tunnel de Neuilly,NSW-003/NEU,N13,W,"7,085",EXPLOI,Oui,NEUILLY,12014208,,"48.884060,2.262158",NEU,A14&NEU-W
L11.248R,Niche sécurité NSY-001 - PAU SR01C - Tunnel de Neuilly,NSY-001/NEU,N13,Y,"7,085",EXPLOI,Oui,NEUILLY,12004486,,"48.884327,2.262358",NEU,A14&NEU-Y
L11.249S,Niche sécurité NSY-002 - PAU SR01B - Tunnel de Neuilly,NSY-002/NEU,N13,Y,"8,0065",EXPLOI,Oui,NEUILLY,12004486,,"48.885150,2.259689",NEU,A14&NEU-Y
L11.251U,Niche sécurité NSY-003 - PAU SR01A - Tunnel de Neuilly,NSY-003/NEU,N13,Y,"8,025",EXPLOI,Oui,NEUILLY,12004487,,"48.885887,2.257444",NEU,A14&NEU-Y
L11.252V,Niche sécurité NSE-001 - PAU RE32R - Tunnel de Nogent,NSE-001/NOG,A86EST,E,"32,073",EXPLOI,Oui,NOGENT,12005504,,"48.829742,2.487800",NOG,NOG-E
L11.253W,Niche sécurité NSE-002 - PAU RE32S - Tunnel de Nogent,NSE-002/NOG,A86EST,E,"32,048",EXPLOI,Oui,NOGENT,12005504,,"48.830654,2.491025",NOG,NOG-E
L11.254X,Niche sécurité NSE-003 - PAU RE32T - Tunnel de Nogent,NSE-003/NOG,A86EST,E,"32,032",EXPLOI,Oui,NOGENT,12005503,,"48.831944,2.492247",NOG,NOG-E
L11.255Y,Niche sécurité NSE-004 - PAU RE32U - Tunnel de Nogent,NSE-004/NOG,A86EST,E,"32,017",EXPLOI,Oui,NOGENT,12005503,,"48.833180,2.492803",NOG,NOG-E
L11.256A,Niche sécurité NSE-005 - PAU RE31R - Tunnel de Nogent,NSE-005/NOG,A86EST,E,"31,098",EXPLOI,Oui,NOGENT,12005503,,"48.834885,2.493828",NOG,NOG-E
L11.257C,Niche sécurité NSE-006 - PAU RE31S - Tunnel de Nogent,NSE-006/NOG,A86EST,E,"31,078",EXPLOI,Oui,NOGENT,12005500,,"48.836680,2.494372",NOG,NOG-E
L11.258D,Niche sécurité NSE-007 - PAU RE31T - Tunnel de Nogent,NSE-007/NOG,A86EST,E,"31,058",EXPLOI,Oui,NOGENT,12005498,,"48.838436,2.494053",NOG,NOG-E
L11.259E,Niche sécurité NSE-008 - PAU RE31U - Tunnel de Nogent,NSE-008/NOG,A86EST,E,"31,039",EXPLOI,Oui,NOGENT,12005498,,"48.840180,2.493533",NOG,NOG-E
L11.261G,Niche sécurité NSE-009 - PAU RE31V - Tunnel de Nogent,NSE-009/NOG,A86EST,E,"31,019",EXPLOI,Oui,NOGENT,12005497,,"48.841915,2.493169",NOG,NOG-E
L11.262H,Niche sécurité NSE-010 - PAU RE31W - Tunnel de Nogent,NSE-010/NOG,A86EST,E,"31,001",EXPLOI,Oui,NOGENT,12005497,,"48.843210,2.493219",NOG,NOG-E
L11.263J,Niche sécurité NSE-011 - PAU RE30R - Tunnel de Nogent,NSE-011/NOG,A86EST,E,"30,08",EXPLOI,Oui,NOGENT,12005496,,"48.845360,2.492831",NOG,NOG-E
L11.264K,Niche sécurité NSE-012 - PAU RE30S - Tunnel de Nogent,NSE-012/NOG,A86EST,E,"30,06",EXPLOI,Oui,NOGENT,12005496,,"48.847120,2.492103",NOG,NOG-E
L11.265L,Niche sécurité NSI-001 - PAU RE30A - Tunnel de Nogent,NSI-001/NOG,A86EST,I,"30,06",EXPLOI,Oui,NOGENT,12005310,,"48.847137,2.491289",NOG,NOG-I
L11.266M,Niche sécurité NSI-002 - PAU RE30B - Tunnel de Nogent,NSI-002/NOG,A86EST,I,"30,078",EXPLOI,Oui,NOGENT,12005311,,"48.845383,2.491811",NOG,NOG-I
L11.267N,Niche sécurité NSI-003 - PAU RE30C - Tunnel de Nogent,NSI-003/NOG,A86EST,I,"30,097",EXPLOI,Oui,NOGENT,12005311,,"48.843517,2.492464",NOG,NOG-I
L11.268P,Niche sécurité NSI-004 - PAU RE31A - Tunnel de Nogent,NSI-004/NOG,A86EST,I,"31,01",EXPLOI,Oui,NOGENT,12005311,,"48.842270,2.492611",NOG,NOG-I
L11.269R,Niche sécurité NSI-005 - PAU RE31B - Tunnel de Nogent,NSI-005/NOG,A86EST,I,"31,035",EXPLOI,Oui,NOGENT,12005313,,"48.839966,2.493039",NOG,NOG-I
L11.271T,Niche sécurité NSI-006 - PAU RE31C - Tunnel de Nogent,NSI-006/NOG,A86EST,I,"31,055",EXPLOI,Oui,NOGENT,12005313,,"48.838146,2.493625",NOG,NOG-I
L11.272U,Niche sécurité NSI-007 - PAU RE31D - Tunnel de Nogent,NSI-007/NOG,A86EST,I,"31,074",EXPLOI,Oui,NOGENT,12005313,,"48.836422,2.493903",NOG,NOG-I
L11.273V,Niche sécurité NSI-008 - PAU RE31E - Tunnel de Nogent,NSI-008/NOG,A86EST,I,"31,095",EXPLOI,Oui,NOGENT,12005316,,"48.834600,2.493144",NOG,NOG-I
L11.274W,Niche sécurité NSI-009 - PAU RE32A - Tunnel de Nogent,NSI-009/NOG,A86EST,I,"32,014",EXPLOI,Oui,NOGENT,12005316,,"48.832980,2.492247",NOG,NOG-I
L11.275X,Niche sécurité NSI-010 - PAU RE32B - Tunnel de Nogent,NSI-010/NOG,A86EST,I,"32,029",EXPLOI,Oui,NOGENT,12005316,,"48.831802,2.491453",NOG,NOG-I
L11.276Y,Niche sécurité NSI-011 - PAU RE32C - Tunnel de Nogent,NSI-011/NOG,A86EST,I,"32,05",EXPLOI,Oui,NOGENT,12005318,,"48.830727,2.489250",NOG,NOG-I
L11.277A,Niche sécurité NSI-012 - PAU RE32D - Tunnel de Nogent,NSI-012/NOG,A86EST,I,"32,073",EXPLOI,Oui,NOGENT,12005318,,"48.830350,2.486850",NOG,NOG-I
L11.278C,Niche sécurité NSW-001 - PAU VR37U - Tunnel de Chennevières,NSW-001/CHE,N12,W,"37,0609",EXPLOI,Oui,CHENNEVIERES,12012307,,"48.796722,1.908411",CHE,CHE
L11.279D,Niche sécurité NSW-002 - PAU VR37S - Tunnel de Chennevières,NSW-002/CHE,N12,W,"37,039",EXPLOI,Oui,CHENNEVIERES,12012307,,"48.797432,1.911175",CHE,CHE
L11.281F,Niche sécurité NSW-003 - PAU VR37R - Tunnel de Chennevières,NSW-003/CHE,N12,W,"37,0167",EXPLOI,Oui,CHENNEVIERES,12012307,,"48.798187,1.913767",CHE,CHE
L11.282G,Niche sécurité NSY-001 - PAU VR37A - Tunnel de Chennevières,NSY-001/CHE,N12,Y,"36,0175",EXPLOI,Oui,CHENNEVIERES,12012292,,"48.798390,1.913650",CHE,CHE
L11.283H,Niche sécurité NSY-002 - PAU VR37B - Tunnel de Chennevières,NSY-002/CHE,N12,Y,"37,0384",EXPLOI,Oui,CHENNEVIERES,12012292,,"48.797764,1.911067",CHE,CHE
L11.284J,Niche sécurité NSY-003 - PAU VR37D - Tunnel de Chennevières,NSY-003/CHE,N12,Y,"37,0605",EXPLOI,Oui,CHENNEVIERES,12012292,,"48.796925,1.908239",CHE,CHE
L11.285K,Niche sécurité NSW-001 - PAU BU03S - Tunnel des Sévines,NSW-001/SEV,N315,W,"3,0237",EXPLOI,Oui,SEVINES,12005148,,"48.931873,2.301933",SEV,SEV
L11.286L,Niche sécurité NSW-002 - PAU BU03T - Tunnel des Sévines,NSW-002/SEV,N315,W,"3,004",EXPLOI,Oui,SEVINES,12005148,,"48.930206,2.301950",SEV,SEV
L11.287M,Niche sécurité NSEW - PAU BU03R - Entrée - Tunnel des Sévines,NSEW/SEV,N315,W,"3,0474",EXPLOI,Non,SEVINES,12005149,L10.674H,"48.934240,2.301981",SEV,SEV
L11.288N,Niche sécurité NSY-001 - PAU BU03A - Tunnel des Sévines,NSY-001/SEV,N315,Y,"3,0023",EXPLOI,Oui,SEVINES,12005086,,"48.930264,2.302325",SEV,SEV
L11.289P,Niche sécurité NSY-002 - PAU BU03B - Tunnel des Sévines,NSY-002/SEV,N315,Y,"3,0236",EXPLOI,Oui,SEVINES,12005087,,"48.931858,2.302372",SEV,SEV
L11.291S,Niche sécurité NSY-101 - PAU BU03C - Sortie - Tunnel des Sévines,NSY-101/SEV,N315,Y,"3,0455",EXPLOI,Non,SEVINES,12005087,L10.673G,"48.934063,2.302408",SEV,SEV
L11.292T,Niche incendie NSW-001 Entrée Nord - Tunnel de Taverny,NSW-001/TAV,A115,W,"7,04",EXPLOI,Oui,TAVERNY,12013888,,"49.024147,2.208836",TAV,TAV
L11.293U,Niche sécurité NSW-002 - PAU AT07S - Tunnel de Taverny,NSW-002/TAV,A115,W,"7,0235",EXPLOI,Oui,TAVERNY,12013888,,"49.023052,2.209811",TAV,TAV
L11.294V,Niche sécurité NSW-003 - PAU AT07T - Tunnel de Taverny,NSW-003/TAV,A115,W,"7,0042",EXPLOI,Oui,TAVERNY,12016618,,"49.021496,2.210972",TAV,TAV
L11.295W,Niche incendie NSW-004 Sortie Sud - Tunnel de Taverny,NSW-004/TAV,A115,W,"6,0886",EXPLOI,Oui,TAVERNY,12016618,,"49.020180,2.211996",TAV,TAV
L11.296X,Niche incendie NSY-001 Entrée Sud - Tunnel de Taverny,NSY-001/TAV,A115,Y,"6,0886",EXPLOI,Non,TAVERNY,12013875,,"49.020264,2.212260",TAV,TAV
L11.297Y,Niche sécurité NSY-002 - PAU AT07A - Tunnel de Taverny,NSY-002/TAV,A115,Y,"7,0042",EXPLOI,Non,TAVERNY,12013875,,"49.021576,2.211331",TAV,TAV
L11.298A,Niche sécurité NSY-003 - PAU AT07B - Tunnel de Taverny,NSY-003/TAV,A115,Y,"7,0243",EXPLOI,Oui,TAVERNY,12013875,,"49.023163,2.210142",TAV,TAV
L11.299C,Niche incendie NSY-004 Sortie Nord - Tunnel de Taverny,NSY-004/TAV,A115,Y,"7,04",EXPLOI,Oui,TAVERNY,12013875,,"49.024260,2.209099",TAV,TAV
L11.339Y,Niche sécurité NSEW - PAU AL01R - Tunnel du Landy,NSEW/LAN,A1,W,"1,0905",EXPLOI,Non,LANDY,12016660,,"48.918625,2.357198",LAN,LAN-W
L11.341C,Niche sécurité NSW-002 - PAU AL01T - Tunnel du Landy,NSW-002/LAN,A1,W,"1,0672",EXPLOI,Oui,LANDY,12004135,,"48.916565,2.357365",LAN,LAN-W
L11.342D,Niche sécurité NSW-004 - PAU AL01V - Tunnel du Landy,NSW-004/LAN,A1,W,"1,0488",EXPLOI,Oui,LANDY,12004134,,"48.914913,2.357516",LAN,LAN-W
L11.343E,Niche sécurité NSW-006 - PAU AL01X - Tunnel du Landy,NSW-006/LAN,A1,W,"1,022",EXPLOI,Oui,LANDY,12004134,,"48.912533,2.357690",LAN,LAN-W
L11.344F,Niche sécurité NSW-008 - PAU AL00R - Tunnel du Landy,NSW-008/LAN,A1,W,"0,093",EXPLOI,Oui,LANDY,12004134,,"48.910336,2.357870",LAN,LAN-W
L11.345G,Niche sécurité NSY-101 - PAU AL01H - Tunnel du Landy,NSY-101/LAN,A1,Y,"1,09",EXPLOI,Non,LANDY,12016658,,"48.918630,2.357723",LAN,LAN-Y
L11.346H,Niche sécurité NSY-009 - PAU AL01F - Tunnel du Landy,NSY-009/LAN,A1,Y,"1,0653",EXPLOI,Oui,LANDY,12004073,,"48.916443,2.357882",LAN,LAN-Y
L11.347J,Niche sécurité NSY-007 - PAU AL01D - Tunnel du Landy,NSY-007/LAN,A1,Y,"1,0467",EXPLOI,Oui,LANDY,12004072,,"48.914818,2.358005",LAN,LAN-Y
L11.348K,Niche sécurité NSY-005 - PAU AL01B - Tunnel du Landy,NSY-005/LAN,A1,Y,"1,0218",EXPLOI,Oui,LANDY,12004072,,"48.912518,2.358192",LAN,LAN-Y
L11.349L,Niche sécurité NSY-003 - PAU AL00E - Tunnel du Landy,NSY-003/LAN,A1,Y,"0,0924",EXPLOI,Oui,LANDY,12004071,,"48.910350,2.358369",LAN,LAN-Y
L11.352P,Niche sécurité NS01 - PAU SB00W - Tunnel Bicêtre,NS01/BIC,A6B,W,"0,045",EXPLOI,Oui,BICETRE,12016633,,"48.813866,2.355175",BIC,BIC&ITA-W
L11.353R,Niche sécurité NS02 - PAU SB00F - Tunnel Bicêtre,NS02/BIC,A6B,Y,"0,0626",EXPLOI,Oui,BICETRE,12005917,,"48.813970,2.354900",BIC,BIC&ITA-Y
L11.354S,Niche sécurité NS03 - PAU SB00V - Tunnel Bicêtre,NS03/BIC,A6B,W,"0,061",EXPLOI,Oui,BICETRE,12005946,,"48.812700,2.353645",BIC,BIC&ITA-W
L11.355T,Niche sécurité NS04 - PAU SB00G - Tunnel Bicêtre,NS04/BIC,A6B,Y,"0,0781",EXPLOI,Oui,BICETRE,12005917,,"48.812866,2.353475",BIC,BIC&ITA-Y
L11.356U,Niche sécurité NS05 - PAU SB00U - Tunnel Bicêtre,NS05/BIC,A6B,W,"0,0748",EXPLOI,Oui,BICETRE,12005946,L10.612J,"48.811930,2.352158",BIC,BIC&ITA-W
L11.357V,Niche sécurité NS06 - PAU SB00H - Tunnel Bicêtre,NS06/BIC,A6B,Y,"0,092",EXPLOI,Oui,BICETRE,12005917,L10.602W,"48.812138,2.352125",BIC,BIC&ITA-Y
L11.358W,Niche sécurité NS07 - PAU SB00T - Tunnel Bicêtre,NS07/BIC,A6B,W,"0,0942",EXPLOI,Oui,BICETRE,12016629,,"48.811012,2.350662",BIC,BIC&ITA-W
L11.359X,Niche sécurité NS08 - PAU SB00I - Tunnel Bicêtre,NS08/BIC,A6B,Y,"0,1082",EXPLOI,Oui,BICETRE,12005918,,"48.811160,2.350494",BIC,BIC&ITA-Y
L11.361A,Niche sécurité NS09 - PAU SB00S - Tunnel Bicêtre,NS09/BIC,A6B,W,"0,1077",EXPLOI,Oui,BICETRE,12016629,L10.611H,"48.809940,2.349575",BIC,BIC&ITA-W
L11.362C,Niche sécurité NS10 - PAU SB00J - Tunnel Bicêtre,NS10/BIC,A6B,Y,"0,1217",EXPLOI,Oui,BICETRE,12005918,L10.603X,"48.810028,2.349328",BIC,BIC&ITA-Y
L11.363D,Niche sécurité NS11 - PAU SB00R - Tunnel Bicêtre,NS11/BIC,A6B,W,"0,1204",EXPLOI,Oui,BICETRE,12016629,,"48.808820,2.348509",BIC,BIC&ITA-W
L11.364E,Niche sécurité NS12 - PAU SB00K - Tunnel Bicêtre,NS12/BIC,A6B,Y,"0,1377",EXPLOI,Oui,BICETRE,12005918,,"48.808950,2.348336",BIC,BIC&ITA-Y
L11.365F,Niche sécurité NS13 - PAU SB01V - Tunnel Bicêtre,NS13/BIC,A6B,W,"1,0054",EXPLOI,Oui,BICETRE,12005947,L10.609F,"48.807747,2.347402",BIC,BIC&ITA-W
L11.366G,Niche sécurité NS14 - PAU SB01A - Tunnel Bicêtre,NS14/BIC,A6B,Y,"1,0054",EXPLOI,Oui,BICETRE,12016626,L10.604Y,"48.807835,2.347142",BIC,BIC&ITA-Y
L11.367H,Niche sécurité NS15 - PAU SB01U - Tunnel Bicêtre,NS15/BIC,A6B,W,"1,0275",EXPLOI,Oui,BICETRE,12016628,L10.608E,"48.806060,2.345814",BIC,BIC&ITA-W
L11.368J,Niche sécurité NS16 - PAU SB01B - Tunnel Bicêtre,NS16/BIC,A6B,Y,"1,0275",EXPLOI,Oui,BICETRE,12005919,L10.605A,"48.806168,2.345556",BIC,BIC&ITA-Y
L11.369K,Niche sécurité NS17 - PAU SB01T - Tunnel Bicêtre,NS17/BIC,A6B,W,"1,049",EXPLOI,Oui,BICETRE,12016628,L10.607D,"48.804400,2.344411",BIC,BIC&ITA-W
L11.371M,Niche sécurité NS18 - PAU SB01C - Tunnel Bicêtre,NS18/BIC,A6B,Y,"1,049",EXPLOI,Oui,BICETRE,12005919,L10.606C,"48.804440,2.344169",BIC,BIC&ITA-Y
L11.372N,Niche sécurité NS19 - PAU SB01S - Tunnel Bicêtre,NS19/BIC,A6B,W,"1,0636",EXPLOI,Oui,BICETRE,12016628,,"48.803104,2.343941",BIC,BIC&ITA-W
L11.373P,Niche sécurité NS20 - PAU SB01D - Tunnel Bicêtre,NS20/BIC,A6B,Y,"1,0636",EXPLOI,Oui,BICETRE,12005919,,"48.803060,2.343704",BIC,BIC&ITA-Y
L11.374R,Niche sécurité NS21 - PAU SB01R - Tunnel Bicêtre,NS21/BIC,A6B,W,"1,0788",EXPLOI,Oui,BICETRE,12016628,,"48.801826,2.343652",BIC,BIC&ITA-W
L11.375S,Niche sécurité NS22 - PAU SB01E - Tunnel Bicêtre,NS22/BIC,A6B,Y,"1,0788",EXPLOI,Oui,BICETRE,12016627,,"48.801792,2.343377",BIC,BIC&ITA-Y
L11.383A,Niche sécurité NS-01 sur Bretelle B5 - PAU NW04R - Tunnel de Nanterre-La Défense,ECH-NS-01 B5/DEF,A14XA86,W>I,"0,0212",EXPLOI,Oui,ECHANGEUR_NANTERRE,12018542,,"48.902067,2.199486",ECH,A14&NEU-Y
L11.384C,Niche incendie NI-01 sur Bretelle B5 - Tunnel de Nanterre-La Défense,ECH-NI-01 B5/DEF,A14XA86,W>I,"0,0215",EXPLOI,Oui,ECHANGEUR_NANTERRE,12018542,,"48.902044,2.199494",ECH,A14&NEU-Y
L11.385D,Niche incendie NI-02 sur Bretelle B5 - Tunnel de Nanterre-La Défense,ECH-NI-02 B5/DEF,A14XA86,W>I,"0,0393",EXPLOI,Oui,ECHANGEUR_NANTERRE,12018542,,"48.900586,2.200507",ECH,A14&NEU-Y
L11.386E,Niche sécurité NS-02 sur Bretelle B5 - PAU NW04S - Tunnel de Nanterre-La Défense,ECH-NS-02 B5/DEF,A14XA86,W>I,"0,0395",EXPLOI,Oui,ECHANGEUR_NANTERRE,12018542,,"48.900583,2.200517",ECH,A14&NEU-Y
L11.387F,Niche sécurité NS-03 sur Bretelle B5 - PAU NW04T - Tunnel de Nanterre-La Défense,ECH-NS-03 B5/DEF,A14XA86,W>I,"0,058",EXPLOI,Oui,ECHANGEUR_NANTERRE,12018543,,"48.901096,2.202795",ECH,A14&NEU-Y
L11.388G,Niche incendie NI-03 sur Bretelle B5 - Tunnel de Nanterre-La Défense,ECH-NI-03 B5/DEF,A14XA86,W>I,"0,0583",EXPLOI,Oui,ECHANGEUR_NANTERRE,12018543,,"48.901105,2.202811",ECH,A14&NEU-Y
L11.389H,Niche sécurité NS-04 sur Bretelle B5 - PAU NW04U - Tunnel de Nanterre-La Défense,ECH-NS-04 B5/DEF,A14XA86,W>I,"0,0755",EXPLOI,Oui,ECHANGEUR_NANTERRE,12018543,,"48.902116,2.204259",ECH,A14&NEU-Y
L11.516J,Niche sécurité NSY-008 - PAU MR04D - Tunnel de Saint-Cloud,NSY-008/CLO,A13,Y,"4,0401",EXPLOI,Non,SAINT-CLOUD,12004618,,"48.839897,2.205789",SCL,BAP&SCL-Y
L11.517K,Niche sécurité NSW-007 - PAU MR03T - Tunnel de Saint-Cloud,NSW-007/CLO,A13,W,"3,0691",EXPLOI,Oui,SAINT-CLOUD,12004564,,"48.838790,2.215282",SCL,BAP&SCL-W
L11.518L,Niche sécurité NSW-008 - PAU MR03U - Tunnel de Saint-Cloud,NSW-008/CLO,A13,W,"3,0595",EXPLOI,Oui,SAINT-CLOUD,12004564,,"48.838875,2.216626",SCL,BAP&SCL-W
L11.519M,Niche sécurité NSW-009 - PAU MR03V - Tunnel de Saint-Cloud,NSW-009/CLO,A13,W,"3,0502",EXPLOI,Oui,SAINT-CLOUD,12004564,,"48.839073,2.218000",SCL,BAP&SCL-W
L11.521P,Niche incendie NIY-001 - Tunnel de Saint-Cloud,NIY-001/CLO,A13,Y,"3,0664",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839590,2.214614",SCL,BAP&SCL-Y
L11.522R,Niche incendie NIY-002 - Tunnel de Saint-Cloud,NIY-002/CLO,A13,Y,"3,0808",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839714,2.212389",SCL,BAP&SCL-Y
L11.523S,Niche incendie NIY-003 - Tunnel de Saint-Cloud,NIY-003/CLO,A13,Y,"3,0958",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839820,2.210900",SCL,BAP&SCL-Y
L11.524T,Niche incendie NIY-004 - Tunnel de Saint-Cloud,NIY-004/CLO,A13,Y,"4,0055",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839916,2.207544",SCL,BAP&SCL-Y
L11.525U,Niche incendie NIY-005 - Tunnel de Saint-Cloud,NIY-005/CLO,A13,Y,"4,0149",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839810,2.209059",SCL,BAP&SCL-Y
L11.526V,Niche incendie NIY-006 - Tunnel de Saint-Cloud,NIY-006/CLO,A13,Y,"4,0245",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839867,2.207804",SCL,BAP&SCL-Y
L11.527W,Niche incendie NIW-001 - Tunnel Ambroise Paré,NIW-001/PAR,A13,W,"1,0782",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848152,2.232595",BAP,BAP&SCL-W
L11.528X,Niche incendie NIW-002 - Tunnel Ambroise Paré,NIW-002/PAR,A13,W,"1,0619",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848087,2.234893",BAP,BAP&SCL-W
L11.529Y,Niche incendie NIW-003 - Tunnel Ambroise Paré,NIW-003/PAR,A13,W,"1,0534",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848110,2.236001",BAP,BAP&SCL-W
L11.531C,Niche incendie NIW-004 dans IS440 - Tunnel Ambroise Paré,NIW-004/PAR,A13,W,"1,044",EXPLOI,Oui,AMBROISE_PARE,12004560,L10.627C,"48.848130,2.237267",BAP,BAP&SCL-W
L11.532D,Niche incendie NIW-005 - Tunnel Ambroise Paré,NIW-005/PAR,A13,W,"1,0379",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848230,2.238086",BAP,BAP&SCL-W
L11.533E,Niche incendie NIW-006 dans IS442 - Tunnel Ambroise Paré,NIW-006/PAR,A13,W,"1,0308",EXPLOI,Oui,AMBROISE_PARE,12004560,L10.629E,"48.848156,2.239108",BAP,BAP&SCL-W
L11.534F,Niche incendie NIW-007 - Tunnel Ambroise Paré,NIW-007/PAR,A13,W,"1,0224",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848198,2.240264",BAP,BAP&SCL-W
L11.535G,Niche incendie NIW-008 - Tunnel Ambroise Paré,NIW-008/PAR,A13,W,"1,0127",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848186,2.241539",BAP,BAP&SCL-W
L11.536H,Niche incendie NIW-009 - Tunnel Ambroise Paré,NIW-009/PAR,A13,W,"0,0975",EXPLOI,Oui,AMBROISE_PARE,12004558,,"48.848160,2.243631",BAP,BAP&SCL-W
L11.537J,Niche incendie NIY-001 - Tunnel Ambroise Paré,NIY-001/PAR,A13,Y,"0,0974",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848568,2.243572",BAP,BAP&SCL-Y
L11.538K,Niche incendie NIY-002 - Tunnel Ambroise Paré,NIY-002/PAR,A13,Y,"1,006",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848540,2.242508",BAP,BAP&SCL-Y
L11.539L,Niche incendie NIY-003 dans IS432 - Tunnel Ambroise Paré,NIY-003/PAR,A13,Y,"1,0147",EXPLOI,Oui,AMBROISE_PARE,12004612,L10.618R,"48.848515,2.241225",BAP,BAP&SCL-Y
L11.541N,Niche incendie NIY-004 - Tunnel Ambroise Paré,NIY-004/PAR,A13,Y,"1,025",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848540,2.239869",BAP,BAP&SCL-Y
L11.542P,Niche incendie NIY-005 - Tunnel Ambroise Paré,NIY-005/PAR,A13,Y,"1,0334",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848492,2.238753",BAP,BAP&SCL-Y
L11.543R,Niche incendie NIY-006 dans IS435 - Tunnel Ambroise Paré,NIY-006/PAR,A13,Y,"1,0432",EXPLOI,Oui,AMBROISE_PARE,12004612,L10.622V,"48.848515,2.241225",BAP,BAP&SCL-Y
L11.544S,Niche incendie NIY-007 - Tunnel Ambroise Paré,NIY-007/PAR,A13,Y,"1,0537",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848450,2.235968",BAP,BAP&SCL-Y
L11.545T,Niche incendie NIY-008 - Tunnel Ambroise Paré,NIY-008/PAR,A13,Y,"1,0618",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848427,2.234896",BAP,BAP&SCL-Y
L11.546U,Niche incendie NIY-009 - Tunnel Ambroise Paré,NIY-009/PAR,A13,Y,"1,0765",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848480,2.232844",BAP,BAP&SCL-Y
L11.552C,Niche sécurité NS1 - PAU SB00A - Tunnel d'Italie,NS1/ITA,A6B,Y,"0,001",EXPLOI,Oui,ITALIE,12017670,,"48.816334,2.361095",ITA,BIC&ITA-Y
L11.553D,Niche sécurité NS2 - PAU SB00B - Tunnel d'Italie,NS2/ITA,A6B,Y,"0,0155",EXPLOI,Oui,ITALIE,12017670,,"48.816444,2.359117",ITA,BIC&ITA-Y
L11.554E,Niche sécurité NS3 - PAU SB00C - Tunnel d'Italie,NS3/ITA,A6B,Y,"0,0243",EXPLOI,Oui,ITALIE,12017670,,"48.816517,2.357916",ITA,BIC&ITA-Y
L11.555F,Niche sécurité NS4 - PAU SB00D - Tunnel d'Italie,NS4/ITA,A6B,Y,"0,0337",EXPLOI,Oui,ITALIE,12017670,,"48.816257,2.356729",ITA,BIC&ITA-Y
L11.556G,Niche sécurité NS5 - PAU SB00E - Tunnel d'Italie,NS5/ITA,A6B,Y,"0,0412",EXPLOI,Oui,ITALIE,12005915,,"48.815630,2.356237",ITA,BIC&ITA-Y
