,Tatouage,Description,Code Exploitant,Entité,Axe,Sens,Pr,Type d'Axe,Axe 2aire,État,Local,Dans tunnel,Tunnel,Famille,Type Famille,Linéaire,Segment,Niveau,Parent,Mainteneur,Détenteur,Latitude,Longitude,GPS,Responsable,Date de mise en service,Fonction F40,Fonction Symptome,ID ISIDORE,Pr fin
700,L10.816C,LTU TAVERNY / Local Radio,TAVERNY_RADIO,AGER_NORD,A115,W,"7,02",,,EXPLOI,,Oui,TAVERNY,LOCAL,LOCAL-LTU,A115W,12013888,2,L10.263T,PCTT_NORD,DIRIF,"49,022053","2,210567","49.022053,2.210567",CD-95,,C11,BAT,,"7,02"
701,L10.817D,LTU TAVERNY Radio Déporté (PYLÖNE) - Tunnel de Taverny,TAVERNY_PYLÖNE,AGER_NORD,A115,W,"6,085",,,EXPLOI,,Oui,TAVERNY,LOCAL,LOCAL-LTU,A115W,12016618,1,,PCTT_NORD,DIRIF,"49,01475","2,216564","49.014750,2.216564",UER_ERAGNY,,C11,BAT,,"6,085"
702,L10.818E,Local Extracteur AV1 & AV2 - Tunnel d'Antony,LOCAL_AV1-2,AGER_SUD,A86SUD,I,"52,1008",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,1,,PCTT_SUD,DIRIF,"48,76235","2,30148","48.762350,2.301480",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,1008"
703,L10.821H,Local Extracteur AV3 - Tunnel d'Antony,LOCAL_AV3,AGER_SUD,A86SUD,I,"52,0927",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,1,,PCTT_SUD,DIRIF,"48,762626","2,302497","48.762626,2.302497",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,0927"
704,L10.822J,Local Extracteur AV4 - Tunnel d'Antony,LOCAL_AV4,AGER_SUD,A86SUD,I,"52,0874",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,1,,PCTT_SUD,DIRIF,"48,76272","2,303176","48.762720,2.303176",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,0874"
705,L10.823K,Local Extracteur AV5 - Tunnel d'Antony,LOCAL_AV5,AGER_SUD,A86SUD,I,"52,0782",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,1,,PCTT_SUD,DIRIF,"48,762907","2,304329","48.762907,2.304329",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,0782"
706,L10.824L,Local Extracteur AV6 - Tunnel d'Antony,LOCAL_AV6,AGER_SUD,A86SUD,I,"52,0782",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,1,,PCTT_SUD,DIRIF,"48,762908","2,304465","48.762908,2.304465",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,0782"
707,L10.825M,Local Extracteur AV7 & AV8 - Tunnel d'Antony,LOCAL_AV7-8,AGER_SUD,A86SUD,I,"52,064",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,1,,PCTT_SUD,DIRIF,"48,763413","2,306227","48.763413,2.306227",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,064"
708,L10.827P,Local Extracteur AV9 - Tunnel d'Antony,LOCAL_AV9,AGER_SUD,A86SUD,I,"52,058",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,1,,PCTT_SUD,DIRIF,"48,763625","2,306972","48.763625,2.306972",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,058"
709,L10.828R,Local Extracteur AV10 & AV11 - Tunnel d'Antony,LOCAL_AV10-11,AGER_SUD,A86SUD,I,"52,048",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,1,,PCTT_SUD,DIRIF,"48,763651","2,3084","48.763651,2.308400",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,048"
710,L10.834X,Issue de secours n°155 - Tunnel de Nanterre-La Défense,IS155,AGER_OUEST_N,N1013,W,"0,01",E,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-IS,N1013W,12004434,1,,PCTT_OUEST,DIRIF,"48,890232","2,241864","48.890232,2.241864",UER_NANTERRE,,C9,BAT,,"0,01"
711,L10.835Y,Issue de secours n°156 - Tunnel de Nanterre-La Défense,IS156,AGER_OUEST_N,N192,W,"0,0228",E,A14,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-IS,N192W,12004433,1,,PCTT_OUEST,DIRIF,"48,889984","2,243256","48.889984,2.243256",UER_NANTERRE,,C9,BAT,,"0,0228"
712,L10.836A,Issue de secours n°157 - Tunnel de Nanterre-la Défense,IS157,AGER_OUEST_N,A14,W,"0,0466",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-IS,A14W,12004432,1,,PCTT_OUEST,DIRIF,"48,889057","2,245953","48.889057,2.245953",UER_NANTERRE,,C9,BAT,,"0,0466"
713,L10.837C,Issue de secours n°158 - Tunnel de Nanterre-la Défense,IS158,AGER_OUEST_N,A14,W,"0,0264",LC,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-IS,A14W,12004430,1,,PCTT_OUEST,DIRIF,"48,888294","2,248453","48.888294,2.248453",UER_NANTERRE,,C9,BAT,,"0,0264"
714,L10.838D,Station de pompage 02M,SP_02M,AGER_OUEST_N,A14,W,"1,095",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-SP,A14W,12004436,1,,PCTT_OUEST,DIRIF,"48,89491","2,227853","48.894910,2.227853",UER_NANTERRE,,C4,BAT,,"1,095"
715,L10.839E,Station de pompage 04M,SP_04M,AGER_OUEST_N,A14,Y,"1,095",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-SP,A14Y,12004507,1,,PCTT_OUEST,DIRIF,"48,895065","2,228061","48.895065,2.228061",UER_NANTERRE,,C4,BAT,,"1,095"
716,L10.841G,LTU ACACIAS / Local GTC,ACACIAS_GTC,AGER_OUEST_B,A86OUEST,E,"76,0536",,,EXPLOI,,Non,BELLE-RIVE,LOCAL,LOCAL-LTU,A86OUESTE,12005712,2,L10.332A,PCTT_OUEST,DIRIF,"48,88369","2,165083","48.883690,2.165083",COMMUNE,,C11,BAT,,"76,0536"
717,L10.842H,LTU ACACIAS / Local HT,ACACIAS_HT,AGER_OUEST_B,A86OUEST,E,"76,0536",,,EXPLOI,,Non,BELLE-RIVE,LOCAL,LOCAL-LTU-HT,A86OUESTE,12005712,2,L10.332A,PCTT_OUEST,DIRIF,"48,88369","2,165083","48.883690,2.165083",COMMUNE,,C11,BAT,,"76,0536"
718,L10.843J,LTU ACACIAS / Local HT Livraison EDF,ACACIAS_PL,AGER_OUEST_B,A86OUEST,E,"76,0536",,,EXPLOI,,Non,BELLE-RIVE,LOCAL,LOCAL-PL,A86OUESTE,12005712,2,L10.332A,PCTT_OUEST,DIRIF,"48,88369","2,165083","48.883690,2.165083",COMMUNE,,C11,BAT,,"76,0536"
719,L10.844K,LTU ACACIAS / Local Onduleur,ACACIAS_OND,AGER_OUEST_B,A86OUEST,E,"76,0536",,,EXPLOI,,Non,BELLE-RIVE,LOCAL,LOCAL-LTU,A86OUESTE,12005712,2,L10.332A,PCTT_OUEST,DIRIF,"48,88369","2,165083","48.883690,2.165083",COMMUNE,,C11,BAT,,"76,0536"
720,L10.845L,LTU ACACIAS / Local Radio,ACACIAS_RADIO,AGER_OUEST_B,A86OUEST,E,"76,0536",,,EXPLOI,,Non,BELLE-RIVE,LOCAL,LOCAL-LTU,A86OUESTE,12005712,2,L10.332A,PCTT_OUEST,DIRIF,"48,88369","2,165083","48.883690,2.165083",COMMUNE,,C11,BAT,,"76,0536"
721,L10.846M,LTU ACACIAS / Local TGBT,ACACIAS_TGBT,AGER_OUEST_B,A86OUEST,E,"76,0536",,,EXPLOI,,Non,BELLE-RIVE,LOCAL,LOCAL-LTU,A86OUESTE,12005712,2,L10.332A,PCTT_OUEST,DIRIF,"48,88369","2,165083","48.883690,2.165083",COMMUNE,,C11,BAT,,"76,0536"
722,L10.847N,LTU ADOUZE / Local Groupe Electrogène,ADOUZE_GE,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Non,FONTENAY,LOCAL,LOCAL-LTU,A12W,12016622,2,L10.265V,PCTT_OUEST,DIRIF,"48,806396","2,052186","48.806396,2.052186",CD-78,,C11,BAT,,"5,032"
723,L10.848P,LTU ADOUZE / Local HT,ADOUZE_HT,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Non,FONTENAY,LOCAL,LOCAL-LTU-HT,A12W,12016622,2,L10.265V,PCTT_OUEST,DIRIF,"48,806396","2,052186","48.806396,2.052186",CD-78,,C11,BAT,,"5,032"
724,L10.849R,LTU ADOUZE / Local Onduleur,ADOUZE_OND,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Non,FONTENAY,LOCAL,LOCAL-LTU,A12W,12016622,2,L10.265V,PCTT_OUEST,DIRIF,"48,806396","2,052186","48.806396,2.052186",CD-78,,C11,BAT,,"5,032"
725,L10.851T,LTU ADOUZE / Local TGBT,ADOUZE_TGBT,AGER_OUEST_B,A12,W,"5,032",,,EXPLOI,,Non,FONTENAY,LOCAL,LOCAL-LTU,A12W,12016622,2,L10.265V,PCTT_OUEST,DIRIF,"48,806396","2,052186","48.806396,2.052186",CD-78,,C11,BAT,,"5,032"
726,L10.852U,LTU ANATOLE FRANCE / Local BT,ANATOLE-FRANCE_BT,AGER_OUEST_N,A86OUEST,I,"0,025",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12005203,2,L10.301N,PCTT_OUEST,DIRIF,"48,902435","2,204972","48.902435,2.204972",UER_NANTERRE,,C11,BAT,,"0,025"
727,L10.853V,LTU ANATOLE FRANCE / Local GTC Intérieur,ANATOLE-FRANCE_GTC,AGER_OUEST_N,A86OUEST,I,"0,025",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12005203,2,L10.301N,PCTT_OUEST,DIRIF,"48,902435","2,204972","48.902435,2.204972",UER_NANTERRE,,C11,BAT,,"0,025"
728,L10.854W,LTU ANATOLE FRANCE / Local HT Intérieur,ANATOLE-FRANCE_HT,AGER_OUEST_N,A86OUEST,I,"0,025",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU-HT,A86OUESTI,12005203,2,L10.301N,PCTT_OUEST,DIRIF,"48,902435","2,204972","48.902435,2.204972",UER_NANTERRE,,C11,BAT,,"0,025"
729,L10.855X,LTU ANATOLE FRANCE / Local Onduleur Extérieur,ANATOLE-FRANCE_OND1,AGER_OUEST_N,A86OUEST,I,"0,025",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12005203,2,L10.301N,PCTT_OUEST,DIRIF,"48,902435","2,204972","48.902435,2.204972",UER_NANTERRE,,C11,BAT,,"0,025"
730,L10.856Y,LTU ANATOLE FRANCE / Local Onduleur Intérieur,ANATOLE-FRANCE_OND2,AGER_OUEST_N,A86OUEST,I,"0,025",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12005203,2,L10.301N,PCTT_OUEST,DIRIF,"48,902435","2,204972","48.902435,2.204972",UER_NANTERRE,,C11,BAT,,"0,025"
731,L10.857A,LTU ANATOLE FRANCE / Local Radio,ANATOLE-FRANCE_RADIO,AGER_OUEST_N,A86OUEST,I,"0,025",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12005203,2,L10.301N,PCTT_OUEST,DIRIF,"48,902435","2,204972","48.902435,2.204972",UER_NANTERRE,,C11,BAT,,"0,025"
732,L10.858C,LTU ANATOLE FRANCE / Local TGBT Extérieur,ANATOLE-FRANCE_TGBT,AGER_OUEST_N,A86OUEST,I,"0,025",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12005203,2,L10.301N,PCTT_OUEST,DIRIF,"48,902435","2,204972","48.902435,2.204972",UER_NANTERRE,,C11,BAT,,"0,025"
733,L10.859D,LTU ANATOLE FRANCE / Local Transformateur,ANATOLE-FRANCE_TR,AGER_OUEST_N,A86OUEST,I,"0,025",L,,EXPLOI,,Non,NANTERRE_CENTRE,LOCAL,LOCAL-LTU,A86OUESTI,12005203,2,L10.301N,PCTT_OUEST,DIRIF,"48,902435","2,204972","48.902435,2.204972",UER_NANTERRE,,C11,BAT,,"0,025"
734,L10.861F,LTU ANATOLE FRANCE / Station de pompage,SP_ ANATOLE-FRANCE,AGER_OUEST_N,A86OUEST,I,"0,025",,,EXPLOI,,Non,HORS_TUNNEL,LOCAL,LOCAL-SP,A86OUESTI,12005203,2,L10.301N,PCTT_OUEST,DIRIF,"48,902695","2,205347","48.902695,2.205347",UER_NANTERRE,,C4,BAT,,"0,025"
735,L10.862G,LTU B NORD / Local GTC,B-NORD_GTC,AGER_OUEST_N,A14,Y,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004507,2,L10.296H,PCTT_OUEST,DIRIF,"48,895218","2,228236","48.895218,2.228236",UER_NANTERRE,,C11,BAT,,"1,09"
736,L10.863H,LTU B NORD / Local HT,B-NORD_HT,AGER_OUEST_N,A14,Y,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU-HT,A14Y,12004507,2,L10.296H,PCTT_OUEST,DIRIF,"48,895218","2,228236","48.895218,2.228236",UER_NANTERRE,,C11,BAT,,"1,09"
737,L10.864J,LTU B NORD / Local Opérateurs Téléphonie,B-NORD_TEL,AGER_OUEST_N,A14,Y,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004507,2,L10.296H,PCTT_OUEST,DIRIF,"48,895218","2,228236","48.895218,2.228236",UER_NANTERRE,,C11,BAT,,"1,09"
738,L10.865K,LTU B NORD / Local Radio,B-NORD_RADIO,AGER_OUEST_N,A14,Y,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004507,2,L10.296H,PCTT_OUEST,DIRIF,"48,895218","2,228236","48.895218,2.228236",UER_NANTERRE,,C11,BAT,,"1,09"
739,L10.866L,LTU B NORD / Local TGBT,B-NORD_TGBT,AGER_OUEST_N,A14,Y,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004507,2,L10.296H,PCTT_OUEST,DIRIF,"48,895218","2,228236","48.895218,2.228236",UER_NANTERRE,,C11,BAT,,"1,09"
740,L10.867M,LTU B NORD / Local Transformateur,B-NORD_TR,AGER_OUEST_N,A14,Y,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004507,2,L10.296H,PCTT_OUEST,DIRIF,"48,895218","2,228236","48.895218,2.228236",UER_NANTERRE,,C11,BAT,,"1,09"
741,L10.868N,LTU B NORD / Local Ventilation n°1,B-NORD_AF,AGER_OUEST_N,A14,Y,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004507,2,L10.296H,PCTT_OUEST,DIRIF,"48,895218","2,228236","48.895218,2.228236",UER_NANTERRE,,C11,BAT,,"1,09"
742,L10.869P,LTU B NORD / Local Ventilation n°2,B-NORD_AF1,AGER_OUEST_N,A14,Y,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004507,2,L10.296H,PCTT_OUEST,DIRIF,"48,895218","2,228236","48.895218,2.228236",UER_NANTERRE,,C11,BAT,,"1,09"
743,L10.871S,LTU B SUD / Local GTC,B-SUD_GTC,AGER_OUEST_N,A14,W,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004436,2,L10.291C,PCTT_OUEST,DIRIF,"48,894825","2,227936","48.894825,2.227936",UER_NANTERRE,,C11,BAT,,"1,09"
744,L10.872T,LTU B SUD / Local HT,B-SUD_HT,AGER_OUEST_N,A14,W,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU-HT,A14W,12004436,2,L10.291C,PCTT_OUEST,DIRIF,"48,894825","2,227936","48.894825,2.227936",UER_NANTERRE,,C11,BAT,,"1,09"
745,L10.873U,LTU B SUD / Local TGBT,B-SUD_TGBT,AGER_OUEST_N,A14,W,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004436,2,L10.291C,PCTT_OUEST,DIRIF,"48,894825","2,227936","48.894825,2.227936",UER_NANTERRE,,C11,BAT,,"1,09"
746,L10.874V,LTU B SUD / Local Transformateur,B-SUD_TR,AGER_OUEST_N,A14,W,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004436,2,L10.291C,PCTT_OUEST,DIRIF,"48,894825","2,227936","48.894825,2.227936",UER_NANTERRE,,C11,BAT,,"1,09"
747,L10.875W,LTU B SUD / Local Ventilation Sud,B-SUD_AF1,AGER_OUEST_N,A14,W,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004436,2,L10.291C,PCTT_OUEST,DIRIF,"48,894825","2,227936","48.894825,2.227936",UER_NANTERRE,,C11,BAT,,"1,09"
748,L10.876X,LTU B SUD / Local Ventilation Ouest,B-SUD_AF2,AGER_OUEST_N,A14,W,"1,09",,,EXPLOI,,Non,LA_DEFENSE,LOCAL,LOCAL-LTU,A14W,12004436,2,L10.291C,PCTT_OUEST,DIRIF,"48,894825","2,227936","48.894825,2.227936",UER_NANTERRE,,C11,BAT,,"1,09"
749,L10.877Y,Station de Pompage B1,SP_B1,AGER_OUEST_N,A14XA86,Y>E,"0,063",H,B1,EXPLOI,,Non,ECHANGEUR_NANTERRE,LOCAL,LOCAL-SP,A14Y-A86E,12004512,1,,PCTT_OUEST,DIRIF,"48,900604","2,199783","48.900604,2.199783",UER_NANTERRE,,C4,BAT,,"0,063"
750,L10.878A,LTU B1 NORD,B1-NORD,AGER_OUEST_N,A14XA86,Y>E,"0,047",H,B1,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU-USI,A14Y-A86E,12004512,1,,PCTT_OUEST,DIRIF,"48,902107","2,199731","48.902107,2.199731",UER_NANTERRE,,C11,BAT,,"0,047"
751,L10.879C,LTU B1 SUD,B1-SUD,AGER_OUEST_N,A14XA86,Y>E,"0,052",H,B1,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU-USI,A14Y-A86E,12004512,1,,PCTT_OUEST,DIRIF,"48,902016","2,199786","48.902016,2.199786",UER_NANTERRE,,C11,BAT,,"0,052"
752,L10.881E,LTU B1 SUD / TGBT,B1-SUD_TGBT,AGER_OUEST_N,A14XA86,Y>E,"0,052",H,B1,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A14Y-A86E,12004512,2,L10.879C,PCTT_OUEST,DIRIF,"48,902016","2,199786","48.902016,2.199786",UER_NANTERRE,,C11,BAT,,"0,052"
753,L10.882F,LTU B1 SUD / Local GTC,B1-SUD_GTC,AGER_OUEST_N,A14XA86,Y>E,"0,052",H,B1,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A14Y-A86E,12004512,2,L10.879C,PCTT_OUEST,DIRIF,"48,902016","2,199786","48.902016,2.199786",UER_NANTERRE,,C11,BAT,,"0,052"
754,L10.883G,LTU B1 SUD / Local HT,B1-SUD_HT,AGER_OUEST_N,A14XA86,Y>E,"0,052",H,B1,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU-HT,A14Y-A86E,12004512,2,L10.879C,PCTT_OUEST,DIRIF,"48,902016","2,199786","48.902016,2.199786",UER_NANTERRE,,C11,BAT,,"0,052"
755,L10.884H,LTU B1 SUD / Local Onduleur,B1-SUD_OND,AGER_OUEST_N,A14XA86,Y>E,"0,052",H,B1,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A14Y-A86E,12004512,2,L10.879C,PCTT_OUEST,DIRIF,"48,902016","2,199786","48.902016,2.199786",UER_NANTERRE,,C11,BAT,,"0,052"
756,L10.885J,LTU B1 SUD / Local TGBT Normal,B1-SUD_TGBT,AGER_OUEST_N,A14XA86,Y>E,"0,052",H,B1,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A14Y-A86E,12004512,2,L10.879C,PCTT_OUEST,DIRIF,"48,902016","2,199786","48.902016,2.199786",UER_NANTERRE,,C11,BAT,,"0,052"
757,L10.886K,LTU B1 SUD / Local TGBT Secours,B1-SUD_TGBTS,AGER_OUEST_N,A14XA86,Y>E,"0,052",H,B1,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A14Y-A86E,12004512,2,L10.879C,PCTT_OUEST,DIRIF,"48,902016","2,199786","48.902016,2.199786",UER_NANTERRE,,C11,BAT,,"0,052"
758,L10.887L,LTU B1 SUD / Local Ventilation,B1-SUD_AF,AGER_OUEST_N,A14XA86,Y>E,"0,052",H,B1,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A14Y-A86E,12004512,2,L10.879C,PCTT_OUEST,DIRIF,"48,902016","2,199786","48.902016,2.199786",UER_NANTERRE,,C11,BAT,,"0,052"
759,L10.888M,LTU B3 NORD,B3-NORD,AGER_OUEST_N,A14XA86,E>W,"0,0363",H,B3,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU-USI,A86E-A14W,12004443,1,,PCTT_OUEST,DIRIF,"48,902077","2,199772","48.902077,2.199772",UER_NANTERRE,,C11,BAT,,"0,0363"
760,L10.889N,LTU B3 NORD / Local GTC,B3-NORD_GTC,AGER_OUEST_N,A14XA86,E>W,"0,0363",H,B3,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A86E-A14W,12004443,2,L10.888M,PCTT_OUEST,DIRIF,"48,902077","2,199772","48.902077,2.199772",UER_NANTERRE,,C11,BAT,,"0,0363"
761,L10.891R,LTU B3 NORD / Local HT,B3-NORD_HT,AGER_OUEST_N,A14XA86,E>W,"0,0363",H,B3,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU-HT,A86E-A14W,12004443,2,L10.888M,PCTT_OUEST,DIRIF,"48,902077","2,199772","48.902077,2.199772",UER_NANTERRE,,C11,BAT,,"0,0363"
762,L10.892S,LTU B3 NORD / Local Onduleur,B3-NORD_OND,AGER_OUEST_N,A14XA86,E>W,"0,0363",H,B3,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A86E-A14W,12004443,2,L10.888M,PCTT_OUEST,DIRIF,"48,902077","2,199772","48.902077,2.199772",UER_NANTERRE,,C11,BAT,,"0,0363"
763,L10.893T,LTU B3 NORD / Local TGBT,B3-NORD_TGBT,AGER_OUEST_N,A14XA86,E>W,"0,0363",H,B3,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A86E-A14W,12004443,2,L10.888M,PCTT_OUEST,DIRIF,"48,902077","2,199772","48.902077,2.199772",UER_NANTERRE,,C11,BAT,,"0,0363"
764,L10.894U,LTU B3 NORD / Local Ventilation,B3-NORD_AF,AGER_OUEST_N,A14XA86,E>W,"0,0363",H,B3,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A86E-A14W,12004443,2,L10.888M,PCTT_OUEST,DIRIF,"48,902077","2,199772","48.902077,2.199772",UER_NANTERRE,,C11,BAT,,"0,0363"
765,L10.895V,LTU B3 SUD,B3-SUD,AGER_OUEST_N,A14XA86,E>W,"0,0403",H,B3,EXPLOI,,Oui,ECHANGEUR_NANTERRE,LOCAL,LOCAL-LTU,A86E-A14W,12004443,1,,PCTT_OUEST,DIRIF,"48,902237","2,200322","48.902237,2.200322",UER_NANTERRE,,C11,BAT,,"0,0403"
766,L10.896W,LTU BREGUET / Local GTC,BREGUET_GTC,AGER_OUEST_B,A86OUEST,E,"76,018",,,EXPLOI,,Oui,BELLE-RIVE,LOCAL,LOCAL-LTU,A86OUESTE,12005711,2,L10.333C,PCTT_OUEST,DIRIF,"48,879337","2,163675","48.879337,2.163675",COMMUNE,,C11,BAT,,"76,018"
767,L10.897X,LTU BREGUET / Local HT,BREGUET_HT,AGER_OUEST_B,A86OUEST,E,"76,018",,,EXPLOI,,Oui,BELLE-RIVE,LOCAL,LOCAL-LTU-HT,A86OUESTE,12005711,2,L10.333C,PCTT_OUEST,DIRIF,"48,879337","2,163675","48.879337,2.163675",COMMUNE,,C11,BAT,,"76,018"
768,L10.898Y,LTU BREGUET / Local Onduleur,BREGUET_OND,AGER_OUEST_B,A86OUEST,E,"76,018",,,EXPLOI,,Oui,BELLE-RIVE,LOCAL,LOCAL-LTU,A86OUESTE,12005711,2,L10.333C,PCTT_OUEST,DIRIF,"48,879337","2,163675","48.879337,2.163675",COMMUNE,,C11,BAT,,"76,018"
769,L10.899A,LTU BREGUET / Local TGBT,BREGUET_TGBT,AGER_OUEST_B,A86OUEST,E,"76,018",,,EXPLOI,,Oui,BELLE-RIVE,LOCAL,LOCAL-LTU,A86OUESTE,12005711,2,L10.333C,PCTT_OUEST,DIRIF,"48,879337","2,163675","48.879337,2.163675",COMMUNE,,C11,BAT,,"76,018"
770,L10.901D,LTU C,C,AGER_OUEST_N,A14,Y,"3,01",,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004510,1,,PCTT_OUEST,DIRIF,"48,89913","2,214489","48.899130,2.214489",UER_NANTERRE,,C11,BAT,,"3,01"
771,L10.902E,LTU C ANNEXE - C34 - Tunnel de Nanterre-La Défense,C-ANNEXE,AGER_OUEST_N,A14,Y,"3,01",,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-LTU-USI,A14Y,12004510,1,,PCTT_OUEST,DIRIF,"48,898838","2,215631","48.898838,2.215631",UER_NANTERRE,,C11,BAT,,"3,01"
772,L10.903F,LTU C ANNEXE / Local HT,C-ANNEXE_HT,AGER_OUEST_N,A14,Y,"3,01",,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-LTU-HT,A14Y,12004510,2,L10.902E,PCTT_OUEST,DIRIF,"48,898838","2,215631","48.898838,2.215631",UER_NANTERRE,,C11,BAT,,"3,01"
773,L10.904G,LTU C ANNEXE / Local TGBT,C-ANNEXE_TGBT,AGER_OUEST_N,A14,Y,"3,01",,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004510,2,L10.902E,PCTT_OUEST,DIRIF,"48,898838","2,215631","48.898838,2.215631",UER_NANTERRE,,C11,BAT,,"3,01"
774,L10.905H,LTU C ANNEXE / Local Ventilation,C-ANNEXE_AF,AGER_OUEST_N,A14,Y,"3,01",,,EXPLOI,,Oui,LA_DEFENSE,LOCAL,LOCAL-LTU,A14Y,12004510,2,L10.902E,PCTT_OUEST,DIRIF,"48,898838","2,215631","48.898838,2.215631",UER_NANTERRE,,C11,BAT,,"3,01"
