,Tatouage,Description,Code Exploitant,Entité,Axe,Sens,Pr,Type d'Axe,Axe 2aire,État,Local,Dans tunnel,Tunnel,Famille,Type Famille,Linéaire,Segment,Niveau,Parent,Mainteneur,Détenteur,Latitude,Longitude,GPS,Responsable,Date de mise en service,Fonction F40,Fonction Symptome,ID ISIDORE,Pr fin
583,L10.679N,Issue de secours n°2W - Couverture de Bagnolet,IS2BAGNOLET,AGER_NORD,A3,W,"1,031",LC,,EXPLOI,,Oui,COUV._BAGNOLET,LOCAL,LOCAL-IS,A3W,12006859,1,,PCTT_NORD,DIRIF,"48,868767","2,428422","48.868767,2.428422",UER_SAINT-DENIS,,C9,BAT,,"1,031"
584,L10.681R,Issue de secours 1Y - Couverture du Blanc-Mesnil,IS1MESNIL,AGER_NORD,A1,Y,"10,0201",LC,,EXPLOI,,Oui,COUV._BLANC-MESNIL,LOCAL,LOCAL-IS,A1Y,12004099,1,,PCTT_NORD,DIRIF,"48,94655","2,442306","48.946550,2.442306",UER_SAINT-DENIS,,C9,BAT,,"10,0201"
585,L10.682S,Issue de secours 2Y - Couverture du Blanc-Mesnil,IS2MESNIL,AGER_NORD,A1,Y,"9,0865",LC,,EXPLOI,,Oui,COUV._BLANC-MESNIL,LOCAL,LOCAL-IS,A1Y,12004098,1,,PCTT_NORD,DIRIF,"48,948193","2,445442","48.948193,2.445442",UER_SAINT-DENIS,,C9,BAT,,"9,0865"
586,L10.683T,Issue de secours 3Y - Couverture du Blanc-Mesnil,IS3MESNIL,AGER_NORD,A1,Y,"9,057",LC,,EXPLOI,,Oui,COUV._BLANC-MESNIL,LOCAL,LOCAL-IS,A1Y,12004097,1,,PCTT_NORD,DIRIF,"48,950203","2,449125","48.950203,2.449125",UER_SAINT-DENIS,,C9,BAT,,"9,057"
587,L10.684U,Issue de secours 1W - Couverture du Blanc-Mesnil,IS4MESNIL,AGER_NORD,A1,W,"10,0156",LC,,EXPLOI,,Oui,COUV._BLANC-MESNIL,LOCAL,LOCAL-IS,A1W,12006852,1,,PCTT_NORD,DIRIF,"48,95022","2,448256","48.950220,2.448256",UER_SAINT-DENIS,,C9,BAT,,"10,0156"
588,L10.685V,Issue de secours 2W. - Couverture du Blanc-Mesnil,IS5MESNIL,AGER_NORD,A1,W,"9,0847",LC,,EXPLOI,,Oui,COUV._BLANC-MESNIL,LOCAL,LOCAL-IS,A1W,12004161,1,,PCTT_NORD,DIRIF,"48,948414","2,444906","48.948414,2.444906",UER_SAINT-DENIS,,C9,BAT,,"9,0847"
589,L10.686W,Issue de secours 3W - Couverture du Blanc-Mesnil,IS6MESNIL,AGER_NORD,A1,W,"9,0509",LC,,EXPLOI,,Oui,COUV._BLANC-MESNIL,LOCAL,LOCAL-IS,A1W,12004159,1,,PCTT_NORD,DIRIF,"48,946476","2,441331","48.946476,2.441331",UER_SAINT-DENIS,,C9,BAT,,"9,0509"
590,L10.687X,LTU LEON BLUM / Local GTC,LEON-BLUM_GTC,AGER_SUD,A86SUD,E,"52,08",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDE,12005656,2,L10.338H,PCTT_SUD,DIRIF,"48,762226","2,304069","48.762226,2.304069",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,08"
591,L10.688Y,LTU LEON BLUM / Local RADIO,LEON-BLUM_RADIO,AGER_SUD,A86SUD,E,"52,08",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDE,12005656,2,L10.338H,PCTT_SUD,DIRIF,"48,762226","2,304069","48.762226,2.304069",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,08"
592,L10.689A,LTU LEON BLUM / Local Groupe Electrogene,LEON-BLUM_GE,AGER_SUD,A86SUD,E,"52,08",L,,DECONF,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDE,12005656,2,L10.338H,PCTT_SUD,DIRIF,"48,762226","2,304069",,UER_JOUY-EN-JOSAS,,C11,BAT,,"52,08"
593,L10.691D,LTU LEON BLUM / Local HT,LEON-BLUM_HT,AGER_SUD,A86SUD,E,"52,08",L,,DECONF,,Non,ANTONY,LOCAL,LOCAL-LTU-HT,A86SUDE,12005656,2,L10.338H,PCTT_SUD,DIRIF,"48,762226","2,304069","48.762226,2.304069",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,08"
594,L10.692E,LTU LEON BLUM / Local HT SIRIUS,LEON-BLUM_HT-SIR,AGER_SUD,A86SUD,E,"52,08",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU-HT,A86SUDE,12005656,2,L10.338H,PCTT_SUD,DIRIF,"48,762226","2,304069","48.762226,2.304069",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,08"
595,L10.693F,LTU LEON BLUM / Local Onduleur,LEON-BLUM_OND,AGER_SUD,A86SUD,E,"52,08",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDE,12005656,2,L10.338H,PCTT_SUD,DIRIF,"48,762226","2,304069","48.762226,2.304069",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,08"
596,L10.694G,LTU LEON BLUM / Local TGBT,LEON-BLUM_TGBT,AGER_SUD,A86SUD,E,"52,08",L,,DECONF,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDE,12005656,2,L10.338H,PCTT_SUD,DIRIF,"48,762226","2,304069",,UER_JOUY-EN-JOSAS,,C11,BAT,,"52,08"
597,L10.695H,LTU COMPLEXE 1 / Local GTC,COMPLEXE1_GTC,AGER_SUD,A86SUD,I,"52,112",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,2,L10.337G,PCTT_SUD,DIRIF,"48,762012","2,299772","48.762012,2.299772",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,112"
598,L10.696J,LTU COMPLEXE 1 / Local HT,COMPLEXE1_HT,AGER_SUD,A86SUD,I,"52,112",L,,DECONF,,Non,ANTONY,LOCAL,LOCAL-LTU-HT,A86SUDI,12005592,2,L10.337G,PCTT_SUD,DIRIF,"48,762012","2,299772","48.762012,2.299772",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,112"
599,L10.697K,LTU COMPLEXE 2 / Local GTC,COMPLEXE2_GTC,AGER_SUD,A86SUD,I,"52,062",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,3,L11.888C,PCTT_SUD,DIRIF,"48,76342","2,305692","48.763420,2.305692",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,062"
600,L10.699M,LTU COMPLEXE 2 / Local Ventilation (N-1),COMPLEXE2_AF1,AGER_SUD,A86SUD,I,"52,062",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,2,L10.335E,PCTT_SUD,DIRIF,"48,76342","2,305692","48.763420,2.305692",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,062"
601,L10.701P,LTU COMPLEXE 2 / Local Ventilation (N-2),COMPLEXE2_AF2,AGER_SUD,A86SUD,I,"52,062",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,2,L10.335E,PCTT_SUD,DIRIF,"48,76342","2,305692","48.763420,2.305692",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,062"
602,L10.702R,LTU COMPLEXE 3 / Local Automate,COMPLEXE3_AUTO,AGER_SUD,A86SUD,I,"52,032",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,2,L10.336F,PCTT_SUD,DIRIF,"48,763535","2,309858","48.763535,2.309858",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,032"
603,L10.703S,LTU COMPLEXE 3 / Local HT,COMPLEXE3_HT,AGER_SUD,A86SUD,I,"52,032",L,,DECONF,,Non,ANTONY,LOCAL,LOCAL-LTU-HT,A86SUDI,12005592,2,L10.336F,PCTT_SUD,DIRIF,"48,763535","2,309858","48.763535,2.309858",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,032"
604,L10.704T,LTU COMPLEXE 3 / Local TGBT_Onduleur,COMPLEXE3_TGBT,AGER_SUD,A86SUD,I,"52,032",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,2,L10.336F,PCTT_SUD,DIRIF,"48,763535","2,309858","48.763535,2.309858",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,032"
605,L10.705U,LTU COMPLEXE 3 / Local Ventilation,COMPLEXE3_AF,AGER_SUD,A86SUD,I,"52,032",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDI,12005592,2,L10.336F,PCTT_SUD,DIRIF,"48,763535","2,309858","48.763535,2.309858",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,032"
606,L10.706V,LTU COMPLEXE 4,COMPLEXE4,AGER_SUD,A86SUD,E,"52,062",L,,EXPLOI,,Non,ANTONY,LOCAL,LOCAL-LTU,A86SUDE,12005656,1,,PCTT_SUD,DIRIF,"48,762856","2,305792","48.762856,2.305792",UER_JOUY-EN-JOSAS,,C11,BAT,,"52,062"
607,L10.707W,LTU DANIELE / Salle Automate,DANIELE_AUTO,AGER_SUD,A86SUD,I,"51,044",L,,EXPLOI,,Oui,FRESNES,LOCAL,LOCAL-LTU,A86SUDI,12006945,2,L10.268Y,PCTT_SUD,DIRIF,"48,760536","2,323197","48.760536,2.323197",COMMUNE,,C11,BAT,,"51,044"
608,L10.708X,LTU DANIELE / Salle Groupe Electrogene,DANIELE_GE,AGER_SUD,A86SUD,I,"51,044",L,,EXPLOI,,Oui,FRESNES,LOCAL,LOCAL-LTU,A86SUDI,12006945,2,L10.268Y,PCTT_SUD,DIRIF,"48,760536","2,323197","48.760536,2.323197",COMMUNE,,C11,BAT,,"51,044"
609,L10.709Y,LTU DANIELE / Salle RTHD et RADIO,DANIELE_RTHD,AGER_SUD,A86SUD,I,"51,044",L,,EXPLOI,,Oui,FRESNES,LOCAL,LOCAL-LTU,A86SUDI,12006945,2,L10.268Y,PCTT_SUD,DIRIF,"48,760536","2,323197","48.760536,2.323197",COMMUNE,,C11,BAT,,"51,044"
610,L10.711C,LTU DANIELE / Salle Haute Tension,DANIELE_HT,AGER_SUD,A86SUD,I,"51,044",L,,DECONF,,Oui,FRESNES,LOCAL,LOCAL-LTU-HT,A86SUDI,12006945,2,L10.268Y,PCTT_SUD,DIRIF,"48,760536","2,323197","48.760536,2.323197",COMMUNE,,C11,BAT,,"51,044"
611,L10.712D,LTU DANIELE / Salle Onduleur,DANIELE_OND,AGER_SUD,A86SUD,I,"51,044",L,,EXPLOI,,Oui,FRESNES,LOCAL,LOCAL-LTU,A86SUDI,12006945,2,L10.268Y,PCTT_SUD,DIRIF,"48,760536","2,323197","48.760536,2.323197",COMMUNE,,C11,BAT,,"51,044"
612,L10.713E,LTU DANIELE / Salle TGBT,DANIELE_TGBT,AGER_SUD,A86SUD,I,"51,044",L,,EXPLOI,,Oui,FRESNES,LOCAL,LOCAL-LTU,A86SUDI,12006945,2,L10.268Y,PCTT_SUD,DIRIF,"48,760536","2,323197","48.760536,2.323197",COMMUNE,,C11,BAT,,"51,044"
613,L10.714F,LTU ORLEANS (W),ORLEANS,AGER_SUD,A6A,W,0,,,EXPLOI,,Oui,ORLEANS,LOCAL,LOCAL-LTU,A6AW,12005876,1,,PCTT_SUD,DIRIF,"48,816456","2,337039","48.816456,2.337039",UER_CHEVILLY-LARUE,,C11,BAT,,0
614,L10.715G,LTU BOULLEREAUX (Meson) / Local Basse Tension,BOULLEREAUX_BT,AGER_EST,A4,Y,"9,0815",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4Y,12004893,2,L10.347T,PCTT_EST,DIRIF,"48,82638","2,514147","48.826380,2.514147",CD-94,,C11,BAT,,"9,0815"
615,L10.716H,LTU BOULLEREAUX (Meson) / Local TGBT Sécurité,BOULLEREAUX_TGBTS,AGER_EST,A4,Y,"9,0815",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4Y,12004893,2,L10.347T,PCTT_EST,DIRIF,"48,82638","2,514147","48.826380,2.514147",CD-94,,C11,BAT,,"9,0815"
616,L10.717J,LTU BOULLEREAUX (Meson) / Local TGBT,BOULLEREAUX_TGBT,AGER_EST,A4,Y,"9,0815",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4Y,12004893,2,L10.347T,PCTT_EST,DIRIF,"48,82638","2,514147","48.826380,2.514147",CD-94,,C11,BAT,,"9,0815"
617,L10.718K,LTU BOULLEREAUX (Meson) / Local Ventilateur n°4,BOULLEREAUX_AF4,AGER_EST,A4,Y,"9,0815",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4Y,12004893,2,L10.347T,PCTT_EST,DIRIF,"48,82638","2,514147","48.826380,2.514147",CD-94,,C11,BAT,,"9,0815"
618,L10.719L,LTU BOULLEREAUX (Meson) / Local Ventilateur n°3,BOULLEREAUX_AF3,AGER_EST,A4,Y,"9,0815",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4Y,12004893,2,L10.347T,PCTT_EST,DIRIF,"48,82638","2,514147","48.826380,2.514147",CD-94,,C11,BAT,,"9,0815"
619,L10.721N,LTU USI_BRY (Quanta) / Local Onduleur_Batteries,BRY_OND1,AGER_EST,A4,W,"9,052",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4W,12004820,2,L10.349V,PCTT_EST,DIRIF,"48,827286","2,510325","48.827286,2.510325",CD-94,,C11,BAT,,"9,052"
620,L10.722P,LTU USI_BRY (Quanta) / Local Haute Tension n°1,BRY_HT,AGER_EST,A4,W,"9,052",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU-HT,A4W,12004820,2,L10.349V,PCTT_EST,DIRIF,"48,827286","2,510325","48.827286,2.510325",CD-94,,C11,BAT,,"9,052"
621,L10.723R,LTU USI_BRY (Quanta) / Local Ventilation V3 (Vide),BRY_AF3,AGER_EST,A4,W,"9,052",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4W,12004820,2,L10.349V,PCTT_EST,DIRIF,"48,827286","2,510325","48.827286,2.510325",CD-94,,C11,BAT,,"9,052"
622,L10.724S,LTU USI_BRY (Quanta) / Local Ventilateur n°1,BRY_AF1,AGER_EST,A4,W,"9,052",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4W,12004820,2,L10.349V,PCTT_EST,DIRIF,"48,827286","2,510325","48.827286,2.510325",CD-94,,C11,BAT,,"9,052"
623,L10.725T,LTU USI_BRY (Quanta) / Local Ventilateur n°2,BRY_AF2,AGER_EST,A4,W,"9,052",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4W,12004820,2,L10.349V,PCTT_EST,DIRIF,"48,827286","2,510325","48.827286,2.510325",CD-94,,C11,BAT,,"9,052"
624,L10.726U,LTU USI_BRY (Quanta) / Salle Basse Tension,BRY_BT,AGER_EST,A4,W,"9,052",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4W,12004820,2,L10.349V,PCTT_EST,DIRIF,"48,827286","2,510325","48.827286,2.510325",CD-94,,C11,BAT,,"9,052"
625,L10.727V,LTU USI_BRY (Quanta) / Salle TGBT Sécurité,BRY_TGBTS,AGER_EST,A4,W,"9,052",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4W,12004820,2,L10.349V,PCTT_EST,DIRIF,"48,827286","2,510325","48.827286,2.510325",CD-94,,C11,BAT,,"9,052"
626,L10.728W,LTU USI_BRY (Quanta) / Salle Onduleur (Vide),BRY_OND2,AGER_EST,A4,W,"9,052",,,EXPLOI,,Oui,CHAMPIGNY,LOCAL,LOCAL-LTU,A4W,12004820,2,L10.349V,PCTT_EST,DIRIF,"48,827286","2,510325","48.827286,2.510325",CD-94,,C11,BAT,,"9,052"
627,L10.729X,LTU USI_GARE / Salle de Crise DESRET,USINE-GARE_DESRET,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
628,L10.731A,LTU USI_GARE / Local API & CMSI,USINE-GARE_API,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
629,L10.732C,LTU USI_GARE / Local Ventilation AF NE1-NE2,USINE-GARE_AF-NE,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
630,L10.733D,LTU USI_GARE / Local Ventilation AF NO1-NO2,USINE-GARE_AF-NO,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
631,L10.734E,LTU USI_GARE / Local Ventil. AF SO1-SO2-SO3-SE1-SE2,USINE-GARE_AF-S,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
632,L10.735F,LTU USI_GARE / Local Radio,USINE-GARE_RADIO,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
633,L10.736G,LTU USI_GARE / Local Filtre,USINE-GARE_FILTRE,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
634,L10.737H,LTU USI_GARE / PL (Poste de Livraison) ex HT-USI (Sirius),USINE-GARE_PL,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-PL,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
635,L10.738J,LTU USI_GARE / Local Basse Tension,USINE-GARE_BT,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
636,L10.739K,LTU USI_GARE / Local Extracteur VNO/VSO,USINE-GARE_AV-O,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
637,L10.741M,LTU USI_GARE / Local Haute Tension,USINE-GARE_HT,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
638,L10.742N,LTU USI_GARE / Local Batteries,USINE-GARE_BATT,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
639,L10.743P,LTU USI_GARE / Local Extracteur VNE/VSE,USINE-GARE_AV-E,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
640,L10.744R,LTU USI_GARE / Local Groupe Electrogène,USINE-GARE_GE,AGER_EST,A86EST,I,"31,041",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005313,2,L10.308W,PCTT_EST,DIRIF,"48,839504","2,493139","48.839504,2.493139",COMMUNE,,C11,BAT,,"31,041"
641,L10.745S,LTU USI_PORT / Local Groupe Electrogène,USINE-PORT_GE,AGER_EST,A86EST,I,"32,021",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005316,2,L10.309X,PCTT_EST,DIRIF,"48,8322","2,492503","48.832200,2.492503",COMMUNE,,C11,BAT,,"32,021"
642,L10.746T,LTU USI_PORT / Local Batteries,USINE-PORT_BATT,AGER_EST,A86EST,I,"32,021",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005316,2,L10.309X,PCTT_EST,DIRIF,"48,8322","2,492503","48.832200,2.492503",COMMUNE,,C11,BAT,,"32,021"
643,L10.747U,LTU USI_PORT / Local Poste de Contrôle,USINE-PORT_PC,AGER_EST,A86EST,I,"32,021",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005316,2,L10.309X,PCTT_EST,DIRIF,"48,8322","2,492503","48.832200,2.492503",COMMUNE,,C11,BAT,,"32,021"
644,L10.748V,LTU USI_PORT / Local Onduleur,USINE-PORT_OND1,AGER_EST,A86EST,I,"32,021",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005316,2,L10.309X,PCTT_EST,DIRIF,"48,8322","2,492503","48.832200,2.492503",COMMUNE,,C11,BAT,,"32,021"
645,L10.749W,LTU USI_PORT / Local Haute et Basse Tension,USINE-PORT_HT-BT,AGER_EST,A86EST,I,"32,021",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005316,2,L10.309X,PCTT_EST,DIRIF,"48,8322","2,492503","48.832200,2.492503",COMMUNE,,C11,BAT,,"32,021"
646,L10.751Y,LTU USI_PORT / Local analyseur pompes CO,USINE-PORT_CO,AGER_EST,A86EST,I,"32,021",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005316,2,L10.309X,PCTT_EST,DIRIF,"48,8322","2,492503","48.832200,2.492503",COMMUNE,,C11,BAT,,"32,021"
647,L10.752A,LTU USI_PORT / Salle de Pompage,SP_USI_PORT,AGER_EST,A86EST,I,"32,021",,,EXPLOI,,Oui,NOGENT,LOCAL,LOCAL-SP,A86ESTI,12005316,2,L10.309X,PCTT_EST,DIRIF,"48,8322","2,492503","48.832200,2.492503",COMMUNE,,C4,BAT,,"32,021"
648,L10.753C,LTU USI_PORT / Local Extracteur d'air vicié salle Ouest,USINE-PORT_AV2,AGER_EST,A86EST,I,"32,021",,,H_EXPL,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005316,2,L10.309X,PCTT_EST,DIRIF,"48,8322","2,492503","48.832200,2.492503",COMMUNE,,C11,BAT,,"32,021"
649,L10.754D,LTU USI_PORT / Local Extracteur d'air vicié salle Est,USINE-PORT_AV1,AGER_EST,A86EST,I,"32,021",,,H_EXPL,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005316,2,L10.309X,PCTT_EST,DIRIF,"48,8322","2,492503","48.832200,2.492503",COMMUNE,,C11,BAT,,"32,021"
650,L10.755E,LTU USI_PORT / Local de Ventilation d'air frais,USINE-PORT_AF,AGER_EST,A86EST,I,"32,021",,,H_EXPL,,Oui,NOGENT,LOCAL,LOCAL-LTU,A86ESTI,12005316,2,L10.309X,PCTT_EST,DIRIF,"48,8322","2,492503","48.832200,2.492503",COMMUNE,,C11,BAT,,"32,021"
651,L10.756F,LTU PS1 / Local Automate,PS1_AUTO,AGER_EST,A86EST,I,"44,011",,,EXPLOI,,Non,GUY-MOQUET,LOCAL,LOCAL-LTU,A86ESTI,12005347,2,L10.354C,PCTT_EST,DIRIF,"48,771732","2,393086","48.771732,2.393086",UER_CHEVILLY-LARUE,,C11,BAT,,"44,011"
652,L10.757G,LTU PS1 / Local TGBT,PS1_TGBT,AGER_EST,A86EST,I,"44,011",,,EXPLOI,,Non,GUY-MOQUET,LOCAL,LOCAL-LTU,A86ESTI,12005347,2,L10.354C,PCTT_EST,DIRIF,"48,771732","2,393086","48.771732,2.393086",UER_CHEVILLY-LARUE,,C11,BAT,,"44,011"
653,L10.758H,LTU PS1 / Local Batteries,PS1_BATT,AGER_EST,A86EST,I,"44,011",,,EXPLOI,,Non,GUY-MOQUET,LOCAL,LOCAL-LTU,A86ESTI,12005347,2,L10.354C,PCTT_EST,DIRIF,"48,771732","2,393086","48.771732,2.393086",UER_CHEVILLY-LARUE,,C11,BAT,,"44,011"
654,L10.759J,LTU PS1 / Local Onduleur,PS1_OND,AGER_EST,A86EST,I,"44,011",,,EXPLOI,,Non,GUY-MOQUET,LOCAL,LOCAL-LTU,A86ESTI,12005347,2,L10.354C,PCTT_EST,DIRIF,"48,771732","2,393086","48.771732,2.393086",UER_CHEVILLY-LARUE,,C11,BAT,,"44,011"
655,L10.762M,LTU PS2 / Local Automate,PS2_AUTO,AGER_EST,A86EST,I,"46,007",,,EXPLOI,,Oui,MOULIN,LOCAL,LOCAL-LTU,A86ESTI,12005354,2,L10.352Y,PCTT_EST,DIRIF,"48,761658","2,381681","48.761658,2.381681",UER_CHEVILLY-LARUE,,C11,BAT,,"46,007"
656,L10.763N,LTU PS2 / Local Onduleur,PS2_OND,AGER_EST,A86EST,I,"46,007",,,EXPLOI,,Oui,MOULIN,LOCAL,LOCAL-LTU,A86ESTI,12005354,2,L10.352Y,PCTT_EST,DIRIF,"48,761658","2,381681","48.761658,2.381681",UER_CHEVILLY-LARUE,,C11,BAT,,"46,007"
657,L10.764P,LTU PS2 / Local TGBT,PS2_TGBT,AGER_EST,A86EST,I,"46,007",,,EXPLOI,,Oui,MOULIN,LOCAL,LOCAL-LTU,A86ESTI,12005354,2,L10.352Y,PCTT_EST,DIRIF,"48,761658","2,381681","48.761658,2.381681",UER_CHEVILLY-LARUE,,C11,BAT,,"46,007"
658,L10.766S,LTU USI_CD60 (REPONSE) / Local Batteries,CD60_BATT,AGER_EST,A86EST,E,"45,03",,,EXPLOI,,Non,MOULIN,LOCAL,LOCAL-LTU,A86ESTE,12005543,2,L10.344P,PCTT_EST,DIRIF,"48,767223","2,378864","48.767223,2.378864",CD-94,,C11,BAT,,"45,03"
659,L10.767T,LTU USI_CD60 (REPONSE) / Local Basse Tension,CD60_BT,AGER_EST,A86EST,E,"45,03",,,EXPLOI,,Non,MOULIN,LOCAL,LOCAL-LTU,A86ESTE,12005543,2,L10.344P,PCTT_EST,DIRIF,"48,767223","2,378864","48.767223,2.378864",CD-94,,C11,BAT,,"45,03"
660,L10.768U,LTU USI_CD60 (REPONSE) / Local GE,CD60_GE,AGER_EST,A86EST,E,"45,03",,,EXPLOI,,Non,MOULIN,LOCAL,LOCAL-LTU,A86ESTE,12005543,2,L10.344P,PCTT_EST,DIRIF,"48,767223","2,378864","48.767223,2.378864",CD-94,,C11,BAT,,"45,03"
